Sno,CusID,Date,Dairy Product Consumed,Category,Buying Frequency,Online Buying Preference,Expected Delivery Time,Preferred Time Slot,Discount Expectations,Preferred Billing Type,Buying Farm Fresh Fruits Online
188,C9,5/16/2000,Anchor Cheese,Cheese,Once Every 2-3 days,4,6,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
189,C3,5/17/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
190,C10,5/19/2000,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
191,C6,5/20/2000,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Prepaid,Yes
192,C9,5/20/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,6,6 AM to 12 Noon,Maybe,Any would do,Maybe
193,C2,5/20/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,2,24,6 AM to 12 Noon,Maybe,Any would do,Maybe
194,C8,5/21/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Any would do,Yes
195,C5,5/21/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,6,6 AM to 12 Noon,No,Instant,Yes
196,C10,5/22/2000,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Instant,Yes
197,C6,5/25/2000,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,6,6,6 AM to 12 Noon,Maybe,Instant,Maybe
198,C9,5/26/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,Instant,Yes
199,C1,5/26/2000,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
200,C7,5/28/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Any would do,Maybe
201,C6,5/28/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Any would do,Maybe
202,C1,5/29/2000,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
203,C6,5/29/2000,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Prepaid,Yes
204,C4,5/30/2000,Highland Butter,Butter,Once Every 2-3 days,5,6,6 AM to 12 Noon,Maybe,Instant,Yes
205,C5,5/31/2000,Anchor Cheese,Cheese,Once Every 2-3 days,6,6,Anytime would do,Yes,"Postpaid, Instant",Maybe
206,C5,6/1/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,24,Anytime would do,Yes,Prepaid,Yes
207,C3,6/1/2000,Highland Butter,Butter,Once Every 2-3 days,3,12,6 AM to 12 Noon,Maybe,Instant,Yes
208,C5,6/2/2000,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
209,C2,6/3/2000,Anchor Butter,Butter,Once Every 2-3 days,4,24,6 PM to 11 PM,Yes,Instant,Yes
210,C1,6/3/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Maybe
211,C3,6/5/2000,Milo,HotChocolateMilk,Once Every 2-3 days,7,12,6 AM to 12 Noon,No,Instant,Yes
212,C4,6/5/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,12,Anytime would do,Yes,Instant,Yes
213,C5,6/6/2000,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,9,24,6 AM to 12 Noon,No,Instant,Yes
214,C9,6/6/2000,Milo,HotChocolateMilk,Once Every 2-3 days,1,12,6 PM to 11 PM,No,Instant,Maybe
215,C5,6/7/2000,Anchor Cheese,Cheese,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Prepaid,Yes
216,C5,6/7/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
217,C10,6/7/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Instant,Maybe
218,C3,6/8/2000,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,1,12,6 PM to 11 PM,Yes,Prepaid,Yes
219,C10,6/8/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Yes
220,C6,6/8/2000,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,24,6 AM to 12 Noon,No,Prepaid,Yes
221,C3,6/11/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,24,6 PM to 11 PM,Yes,Any would do,Yes
222,C6,6/11/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,1,12,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
223,C2,6/12/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,5,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
224,C6,6/12/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,7,24,Anytime would do,No,Instant,Yes
225,C10,6/12/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,6,Anytime would do,Yes,Instant,Yes
226,C3,6/13/2000,Anchor Butter,Butter,Once Every 2-3 days,3,12,6 AM to 12 Noon,Maybe,Prepaid,Yes
227,C6,6/13/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Any would do,Maybe
228,C2,6/15/2000,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,6,6 PM to 11 PM,Yes,Instant,Maybe
229,C8,6/16/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,24,6 PM to 11 PM,Yes,Instant,Maybe
230,C6,6/17/2000,Anchor Cheese,Cheese,Once Every 2-3 days,9,24,6 AM to 12 Noon,No,Instant,Yes
231,C3,6/18/2000,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Prepaid,Yes
232,C2,6/18/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Any would do,Yes
233,C6,6/19/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,Anytime would do,Yes,Instant,Yes
234,C1,6/19/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,No,Instant,Yes
235,C7,6/19/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Maybe
236,C7,6/23/2000,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,24,Anytime would do,Yes,"Postpaid, Instant",Maybe
237,C9,6/23/2000,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,4,24,Anytime would do,No,Instant,Yes
238,C3,6/24/2000,Milo,HotChocolateMilk,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Maybe
239,C7,6/24/2000,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,9,12,Anytime would do,Yes,Instant,Maybe
240,C8,6/25/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Instant,Yes
241,C5,6/25/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Maybe
242,C10,6/26/2000,Highland Butter,Butter,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
243,C3,6/28/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,12,Anytime would do,Yes,Instant,Yes
244,C8,6/29/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,6,6 AM to 12 Noon,Maybe,Instant,Maybe
245,C2,6/29/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Prepaid,Yes
246,C9,6/29/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,6,Anytime would do,No,Instant,Yes
247,C6,6/30/2000,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Yes
248,C2,6/30/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Prepaid,Yes
249,C4,7/2/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Maybe
250,C9,7/2/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Maybe
251,C5,7/3/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Maybe
252,C8,7/3/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,2,6,6 AM to 12 Noon,No,Prepaid,Maybe
253,C2,7/3/2000,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Maybe,Instant,Yes
254,C7,7/3/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Instant,Yes
255,C8,7/4/2000,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,1,6,6 AM to 12 Noon,No,Instant,Maybe
256,C9,7/5/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,6,6 PM to 11 PM,Yes,Prepaid,Yes
257,C9,7/5/2000,Highland Vanilla Yoghurt,Yoghurt,Once a day,8,12,6 AM to 12 Noon,Yes,Instant,Yes
258,C9,7/6/2000,Anchor Cheese,Cheese,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Yes
259,C9,7/6/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,6,6 PM to 11 PM,Yes,Prepaid,Maybe
260,C2,7/6/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Maybe
261,C3,7/8/2000,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
262,C9,7/9/2000,Highland Butter,Butter,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Instant,Maybe
263,C7,7/10/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,6,Anytime would do,Yes,Any would do,Yes
264,C6,7/12/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,2,6,6 PM to 11 PM,Yes,Any would do,Maybe
265,C10,7/14/2000,Anchor Cheese,Cheese,Once Every 2-3 days,8,6,6 AM to 12 Noon,Maybe,Instant,Yes
266,C9,7/16/2000,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,12,6 AM to 12 Noon,Maybe,Instant,Yes
267,C6,7/17/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,Anytime would do,Maybe,Instant,Yes
268,C5,7/18/2000,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Instant,Maybe
269,C1,7/20/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Yes
270,C7,7/20/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
271,C4,7/21/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Yes
272,C8,7/22/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Yes
273,C7,7/22/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,6,6 PM to 11 PM,Yes,Instant,Maybe
274,C10,7/23/2000,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,1,24,Anytime would do,Maybe,Instant,Yes
275,C1,7/23/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Yes
276,C3,7/24/2000,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Any would do,Yes
277,C8,7/25/2000,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Instant,Yes
278,C1,7/30/2000,Milo,HotChocolateMilk,Once Every 2-3 days,2,24,Anytime would do,No,Any would do,Yes
279,C1,7/30/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
280,C9,8/1/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Any would do,Yes
281,C7,8/2/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
282,C9,8/6/2000,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
283,C6,8/7/2000,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Yes
284,C6,8/8/2000,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Any would do,Yes
285,C7,8/9/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Any would do,Yes
286,C3,8/9/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,7,12,6 PM to 11 PM,Yes,Instant,Maybe
287,C3,8/10/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Any would do,Yes
288,C6,8/11/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,Prepaid,Yes
289,C4,8/12/2000,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
290,C9,8/14/2000,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,12,6 AM to 12 Noon,Maybe,Instant,Maybe
291,C8,8/14/2000,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,12,6 PM to 11 PM,No,Instant,Yes
292,C8,8/16/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
293,C10,8/16/2000,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,5,12,6 AM to 12 Noon,No,Instant,Yes
294,C10,8/18/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,4,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
295,C1,8/20/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,10,12,6 AM to 12 Noon,No,Prepaid,Yes
296,C7,8/20/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,Anytime would do,Yes,Prepaid,Maybe
297,C1,8/21/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,Anytime would do,Yes,Any would do,Yes
298,C4,8/21/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,2,12,Anytime would do,Maybe,Any would do,Yes
299,C8,8/21/2000,Anchor Cheese,Cheese,Once Every 2-3 days,5,6,6 AM to 12 Noon,No,Prepaid,Yes
300,C3,8/21/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,12,6 AM to 12 Noon,Maybe,Prepaid,Yes
301,C10,8/22/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,24,6 PM to 11 PM,No,Instant,Yes
302,C2,8/22/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Prepaid,Yes
303,C8,8/22/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
304,C3,8/23/2000,Anchor Cheese,Cheese,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
305,C3,8/23/2000,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Prepaid,Yes
306,C8,8/24/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,6,6 PM to 11 PM,Maybe,Instant,Yes
307,C7,8/25/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,7,24,Anytime would do,Yes,Prepaid,Maybe
308,C4,8/25/2000,Highland Processed Cheese,Cheese,Once a day,6,12,6 AM to 12 Noon,Maybe,Instant,Yes
309,C9,8/25/2000,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,1,6,Anytime would do,No,Instant,Yes
310,C2,8/26/2000,Anchor Butter,Butter,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
311,C1,8/26/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,12,6 AM to 12 Noon,No,Any would do,Yes
312,C9,8/26/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Yes
313,C6,8/27/2000,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
314,C4,8/30/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Yes
315,C5,8/31/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,6,6 PM to 11 PM,No,Instant,Yes
316,C2,8/31/2000,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,9,24,6 AM to 12 Noon,No,Any would do,Yes
317,C10,9/1/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,6,6 AM to 12 Noon,Maybe,Prepaid,Yes
318,C5,9/2/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Yes
319,C3,9/3/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Any would do,Maybe
320,C10,9/4/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,2,12,Anytime would do,No,Prepaid,Yes
321,C6,9/4/2000,Highland Cheese Spread,Cheese,Once Every 2-3 days,10,24,6 AM to 12 Noon,Maybe,Any would do,Maybe
322,C6,9/4/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Maybe
323,C5,9/6/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
324,C6,9/6/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,24,6 AM to 12 Noon,Maybe,Prepaid,Maybe
325,C6,9/6/2000,Anchor Cheese,Cheese,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Instant,Maybe
326,C9,9/7/2000,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Yes
327,C1,9/8/2000,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,6,6 PM to 11 PM,Yes,Any would do,Maybe
328,C4,9/9/2000,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,7,12,6 PM to 11 PM,No,Instant,Yes
329,C5,9/9/2000,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,24,Anytime would do,Maybe,"Postpaid, Instant",Maybe
330,C5,9/10/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,12,6 AM to 12 Noon,Maybe,Instant,Yes
331,C3,9/10/2000,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Instant,Yes
332,C5,9/10/2000,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Maybe
333,C8,9/11/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,6,Anytime would do,Maybe,Instant,Maybe
334,C7,9/13/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,10,24,Anytime would do,Yes,Instant,Maybe
335,C9,9/14/2000,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Maybe
336,C7,9/14/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once a day,8,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
337,C7,9/15/2000,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,24,Anytime would do,Yes,Any would do,Yes
338,C1,9/16/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Maybe
339,C3,9/16/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Prepaid,Yes
340,C5,9/16/2000,Highland Butter,Butter,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Yes
341,C7,9/18/2000,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Any would do,Maybe
342,C6,9/18/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,6,6,6 PM to 11 PM,Maybe,Instant,Maybe
343,C2,9/18/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Prepaid,Yes
344,C7,9/19/2000,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,Anytime would do,Maybe,Instant,Yes
345,C2,9/20/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,24,Anytime would do,Yes,Instant,Yes
346,C4,9/21/2000,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,Anytime would do,No,Instant,Maybe
347,C10,9/21/2000,Milo,HotChocolateMilk,Once Every 2-3 days,1,6,Anytime would do,Yes,Any would do,Yes
348,C8,9/23/2000,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Maybe
349,C7,9/26/2000,Anchor Cheese,Cheese,Once Every 2-3 days,4,6,6 PM to 11 PM,Yes,Instant,Yes
350,C3,9/26/2000,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,12,Anytime would do,Yes,Instant,Maybe
351,C7,9/27/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,2,12,Anytime would do,Yes,Instant,Yes
352,C10,9/30/2000,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,12,Anytime would do,No,Any would do,Yes
353,C4,9/30/2000,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,3,6,Anytime would do,Yes,Instant,Yes
354,C6,9/30/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,9,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
355,C5,10/1/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
356,C7,10/2/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,Instant,Maybe
357,C10,10/3/2000,Milo,ColdChocolateMilk,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Maybe
358,C8,10/3/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
359,C1,10/3/2000,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,12,Anytime would do,Yes,Instant,Maybe
360,C8,10/4/2000,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
361,C2,10/7/2000,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Yes
362,C9,10/9/2000,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Maybe,Instant,Yes
363,C9,10/10/2000,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,5,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
364,C5,10/11/2000,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 PM to 11 PM,Yes,Instant,Maybe
365,C1,10/14/2000,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,6,6 AM to 12 Noon,No,Instant,Yes
366,C9,10/14/2000,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
367,C7,10/17/2000,Highland Processed Cheese,Cheese,Once Every 2-3 days,7,24,Anytime would do,Yes,"Postpaid, Instant",Maybe
368,C1,10/18/2000,Ambewela Cheese,Cheese,Once Every 2-3 days,10,6,6 AM to 12 Noon,No,Instant,Maybe
369,C3,10/20/2000,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Prepaid,Yes
370,C8,10/20/2000,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,24,6 PM to 11 PM,Yes,Instant,Yes
371,C10,10/21/2000,Anchor Butter,Butter,Once Every 2-3 days,3,12,Anytime would do,Yes,Instant,Yes
372,C2,10/22/2000,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
373,C9,10/24/2000,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,5,6,6 PM to 11 PM,Maybe,Instant,Yes
374,C7,10/24/2000,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,1,24,Anytime would do,Yes,Prepaid,Maybe
